event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
MLI8220,"20 February 2023",2023,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","JNIM: Group for Support of Islam and Muslims",,2,"Police Forces of Mali (2021-)","Military Forces of Mali (2021-); Civilians (Mali); Labor Group (Mali)",1,12,,466,"Western Africa",Mali,Koulikoro,Nara,Nara,Nara,15.1687,-7.2847,1,"aBamako; AFP; Al Zallaqa; AMAP; Twitter; Undisclosed Source; Whatsapp","Local partner-Other","On 20 February 2023, JNIM militants detonated an IED planted at the hangar used as police and customs post in the northern outskirts of the town of Nara (Nara, Koulikoro). One policeman and a civilian worker at the mayor's office were killed, seven others were severely wounded including five policemen, a soldier, and a civilian administrative worker at the police, and several people were arrested at the market. JNIM claimed responsibility.",2,,1677520657
MLI8221,"20 February 2023",2023,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Mali (2021-)",,1,"Islamic State (Sahel)",,2,12,,466,"Western Africa",Mali,Gao,Ansongo,Talataye,I-n-Fijaren,15.8291,1.4586,1,"Facebook; Undisclosed Source; Whatsapp","Local partner-Other","On 20 February 2023, the Malian air force conducted airstrikes against presumed IS Sahel militant positions in I-n-Fijaren (Ansongo, Gao). Nine militants including three commanders were killed.",9,,1677520657
MLI8226,"20 February 2023",2023,1,"Strategic developments","Strategic developments","Looting/property destruction","Islamic State (Sahel)",,2,"Civilians (Mali)","Refugees/IDPs (Mali)",7,27,,466,"Western Africa",Mali,Gao,Ansongo,Ansongo,Ansongo,15.6597,0.5022,2,"Undisclosed Source; Whatsapp","Local partner-Other","Looting: On 20 February 2023, IS Sahel militants seized livestock belonging to IDPs about 10km northeast of Ansongo (Ansongo, Gao). A FAMa unit intercepted and recovered the livestock.",0,,1677520657
MLI8227,"20 February 2023",2023,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Islamic State (Sahel)",,2,"Wagner Group",,8,28,,466,"Western Africa",Mali,Menaka,Menaka,Menaka,"Adar N'Taklit",15.8939,1.6298,2,"Undisclosed Source","Local partner-Other","On 20 February 2023, A Wagner vehicle hit an IED likely planted by IS Sahel militants near Adar N'Taklit (Menaka, Menaka). Two Wagner mercenaries were wounded and the vehicle damaged.",0,,1677520657
MLI8239,"20 February 2023",2023,1,"Political violence","Violence against civilians",Attack,"Islamic State (Sahel)",,2,"Civilians (Mali)","Labor Group (Mali); MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2021-)",7,27,"Civilian targeting",466,"Western Africa",Mali,Gao,Ansongo,Ouattagouna,Fafa,15.3217,0.7464,2,Whatsapp,"New media","On 20 February 2023, two suspected IS Sahel militants fired gunshots at MINUSMA logistics convoy (probably civilian subcontractors) near the village of Fafa (Ansongo, Gao). Two fuel tankers were damaged.",0,,1677520657
MLI8254,"20 February 2023",2023,1,Demonstrations,Riots,"Violent demonstration","Rioters (Mali)",,5,,,0,50,,466,"Western Africa",Mali,Bamako,Bamako,"Commune III",Bamako,12.65,-8,1,"aBamako; Essor; Maliweb",Subnational-National,"On 20 February 2023, dozens of demonstrators vandalized the Press House (Maison de la Presse) in the capital of Bamako (Bamako, Bamako). The demonstrators interrupted a meeting of political parties and civil society gathered to launch a new movement.",0,"crowd size=dozens",1677520657
MLI8262,"20 February 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mali)","Students (Mali)",6,,,0,60,,466,"Western Africa",Mali,Bamako,Bamako,"Commune III",Bamako,12.65,-8,1,"Mali Actu",National,"On 20 February 2023, more than a hundred students demonstrated at the Management University in the capital of Bamako (Bamako, Bamako). The demonstrators denounced the indefinite strike by professors.",0,"crowd size=more than a hundred",1677520657
MLI8271,"20 February 2023",2023,1,"Political violence",Battles,"Armed clash","JNIM: Group for Support of Islam and Muslims",,2,"Wagner Group","Military Forces of Mali (2021-)",8,28,,466,"Western Africa",Mali,Mopti,Djenne,Kewa,Koa,14.2114,-4.7459,1,"Al Zallaqa; FAMAMali; Twitter; Undisclosed Source","Local partner-Other","On 20 February 2023, JNIM militants ambushed Wagner and FAMa forces as they attempted to cross the Niger River in Koa (Djenne, Mopti). JNIM routed Wagner and FAMa, killing five personnel believed to be Wagner. Aircrafts evacuated the dead and wounded. Several villagers were wounded in the crossfire. JNIM claimed responsibility.",5,,1677520657
MLI8225,"19 February 2023",2023,1,"Strategic developments","Strategic developments","Looting/property destruction","Islamic State (Sahel)",,2,"Civilians (Mali)",,7,27,,466,"Western Africa",Mali,Gao,Gao,Gabero,Koissa,15.9413,0.1609,1,"Twitter; Undisclosed Source","Local partner-Other","Looting: On 19 February 2023, presumed IS Sahel militants seized all the livestock in the village of Koissa (Gao, Gao).",0,,1677520657
MLI8230,"19 February 2023",2023,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)",,7,37,,466,"Western Africa",Mali,Segou,Macina,Macina,Kara,13.8293,-5.4732,2,"Studio Tamani",National,"Looting: On 19 February 2023, an unidentified armed group stripped marketgoers of their belongings between Kara and Ke-Macina (Macina, Sego).",0,,1677520657
MLI8267,"19 February 2023",2023,1,"Political violence",Battles,"Armed clash","JNIM: Group for Support of Islam and Muslims",,2,"Dan Na Ambassagou",,4,24,,466,"Western Africa",Mali,Mopti,Bandiagara,"Lowol Gueou",Bima,14.9102,-3.7744,1,"Le Pays Dogon; Signal; Undisclosed Source","Local partner-Other","On 19 February 2023, JNIM militants attacked a Dan Na Ambassagou position in Bima (Lowol Gueou, Bandiagara, Mopti). Two militiamen and two militants were killed, and three militiamen wounded. JNIM claimed responsibility in an unofficial video displaying rifles, ammunition, and equipment said captured.",4,,1677520657
MLI8246,"18 February 2023",2023,1,"Political violence","Violence against civilians",Attack,"JNIM: Group for Support of Islam and Muslims",,2,"Civilians (Mali)","Tuareg Ethnic Group (Mali)",7,27,"Civilian targeting",466,"Western Africa",Mali,Tombouctou,Gourma-Rharous,Gossi,NDaki,15.3584,-0.9241,1,"Undisclosed Source","Local partner-Other","On 18 February 2023, JNIM militants killed two men from the Black Tuareg Ihayawane tribe in the village of NDaki (Gourma-Rharous, Tombouctou).",2,,1677520657
MLI8185,"17 February 2023",2023,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)",,7,37,,466,"Western Africa",Mali,Gao,Gao,Gabero,Kobe,16.0484,0.1113,1,"Studio Tamani",National,"Looting: On 17 February 2023, an unidentified armed group robbed the passengers aboard several transport vehicles in Kobe (Gao, Gao).",0,,1676916121
MLI8193,"17 February 2023",2023,1,"Political violence","Violence against civilians",Attack,"Islamic State (Sahel)",,2,"Civilians (Mali)","CMFPR2: Coordination of Patriotic Movements and Forces for Resistance (CMA)",7,27,"Civilian targeting",466,"Western Africa",Mali,Gao,Gao,Gabero,Kobe,16.0484,0.1113,2,"Studio Tamani; Undisclosed Source","Local partner-Other","On 17 February 2023, presumed IS Sahel militants killed a CMFPR2 militiamen (off-duty) between Kobe (Gao, Gao) and Bara (Ansongo, Gao).",1,,1676916121
MLI8212,"17 February 2023",2023,1,"Political violence","Violence against civilians",Attack,"Military Forces of Mali (2021-)",,1,"Civilians (Mali)","Fulani Ethnic Group (Mali); Pastoralists (Mali)",7,17,"Civilian targeting",466,"Western Africa",Mali,Segou,Niono,Niono,Niono,14.2526,-5.993,2,"Undisclosed Source","Local partner-Other","On 17 February 2023, a FAMa patrol killed two young Fulani men near Niono (Niono, Segou).",2,,1676916121
MLI8218,"17 February 2023",2023,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","JNIM: Group for Support of Islam and Muslims",,2,"ATEM Movement","Civilians (Mali)",3,23,,466,"Western Africa",Mali,Mopti,Douentza,Mondoro,Mondoro,14.6762,-1.9513,2,"Le Pays Dogon; Undisclosed Source; Whatsapp","Local partner-Other","On 17 February 2023, a tricycle carrying militiamen from the ATEM Movement on patrol hit an IED likely planted by JNIM militants near Mondoro (Douentza, Mopti). Six people including militiamen and civilians were killed.",6,,1677520657
MLI8260,"17 February 2023",2023,1,"Political violence",Battles,"Armed clash","Islamic State (Sahel)",,2,"MSA: Movement for Azawad Salvation",,3,23,,466,"Western Africa",Mali,Menaka,Inekar,Inekar,"Tabankort Est",15.9359,3.2024,1,"Undisclosed Source","Local partner-Other","On 17 February 2023, IS Sahel militants and MSA-D militiamen exchanged gunfire in Tabangarete [Tabankort Est] (Inekar, Menaka). There were no casualties.",0,,1677520657
MLI8269,"17 February 2023",2023,1,"Political violence",Battles,"Armed clash","JNIM: Group for Support of Islam and Muslims",,2,"MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2021-)",,8,28,,466,"Western Africa",Mali,Tombouctou,Tombouctou,Ber,Ber,16.8349,-2.5319,2,Whatsapp,"New media","On 17 February 2023, suspected JNIM militants fired gunshots at a temporary MINUSMA base on the road between Ber and Timbuktu (Tombouctou, Tombouctou). There were no casualties.",0,,1677520657
MLI8192,"16 February 2023",2023,1,"Political violence","Violence against civilians",Attack,"GATIA: Imghad Tuareg and Allies Self-Defense Group",,3,"Civilians (Mali)",,7,37,"Civilian targeting",466,"Western Africa",Mali,Gao,Gao,Tilemsi,Aguidouel,16.3175,0.1919,2,"Undisclosed Source","Local partner-Other","On 16 February 2023, suspected GATIA militiamen killed a man near Tagoudou, in the area of Aguidouel (Gao, Gao).",1,,1676916121
MLI8201,"16 February 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mali)",,6,,,0,60,,466,"Western Africa",Mali,Kayes,Kenieba,Kenieba,Kenieba,12.8375,-11.2357,1,"Studio Tamani",National,"On 16 February 2023, a number of residents demonstrated and observed a 'dead city' (ville morte) in the town of Kenieba (Kenieba, Kayes). The demonstrated denounced and demanded the departure of an electricity company due to the poor services provided. .",0,"crowd size=no report",1676916121
MLI8208,"16 February 2023",2023,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mali)",,3,"Military Forces of Mali (2021-)",,1,13,,466,"Western Africa",Mali,Gao,Gao,Gabero,Kobe,16.0484,0.1113,2,"aBamako; Studio Tamani; Twitter; Undisclosed Source","Local partner-Other","On 16 February 2023, two armed men on motorcycles robbed the occupants of a minivan in the area of Kobe (Gao, Gao). A FAMa patrol intervened, arrested the two assailants, wounded one of them, and seized their motorcycles.",0,,1676916121
MLI8210,"16 February 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Mali)","Vigilante Group (Mali)",5,"Civilians (Mali)",,7,57,"Civilian targeting",466,"Western Africa",Mali,Gao,Gao,Gabero,Koissa,15.9413,0.1609,1,"Undisclosed Source","Local partner-Other","On 16 February 2023, a number of residents captured and assaulted two men who attempted to rob a shop in the village of Koissa (Gao, Gao). The two men were handed over the gendarmerie.",0,"crowd size=no report",1676916121
MLI8214,"16 February 2023",2023,1,"Political violence","Violence against civilians",Attack,"Military Forces of Mali (2021-)",,1,"Civilians (Mali)",,7,17,"Civilian targeting",466,"Western Africa",Mali,Mopti,Douentza,Haire,Boni,15.0766,-2.2198,1,"Undisclosed Source","Local partner-Other","On 16 February 2023, FAMa killed two persons and arrested several others including a muezzin at the market in Boni (Douentza, Mopti).",2,,1676916121
MLI8194,"16 February 2023",2023,1,"Political violence",Battles,"Armed clash","Dan Na Ambassagou","Wagner Group; Military Forces of Mali (2021-)",4,"JNIM: Group for Support of Islam and Muslims",,2,24,,466,"Western Africa",Mali,Mopti,Douentza,Kerena,Douma,14.9164,-2.8546,1,"Undisclosed Source; Whatsapp","Local partner-Other","On 16 February 2023, Dan Na Ambassagou, Wagner, and FAMa attacked the village of Douma (Douentza, Mopti). The coalition and JNIM militants clashed. Two militants were killed in the clash and a pastoralist man killed in an airstrike. The residents managed to flee, although the coalition burned about forty houses, granaries, and killed livestock, and also seized herds of cows and sheep. Eventual casualties in coalition ranks are unknown.",3,,1677520657
MLI8205,"16 February 2023",2023,1,"Political violence",Battles,"Armed clash","JNIM: Group for Support of Islam and Muslims",,2,"MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2021-)",,8,28,,466,"Western Africa",Mali,Tombouctou,Tombouctou,Ber,Ber,16.8349,-2.5319,2,"Undisclosed Source; Whatsapp","Local partner-Other","On 16 February 2023, suspected JNIM militants attacked a MINUSMA patrol on three or four occasions about 22km from Ber, on the road between Ber and Timbuktu (Tombouctou, Tombouctou). There were no casualties.",0,,1677520657
MLI8224,"16 February 2023",2023,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Islamic State (Sahel)",,2,"Civilians (Mali)",,7,27,"Civilian targeting",466,"Western Africa",Mali,Menaka,Inekar,Inekar,"Tabankort Est",15.9359,3.2024,1,"Undisclosed Source","Local partner-Other","On 16 February 2023, IS Sahel militants abducted a person and seized livestock at a camp in Tabangarete [Tabankort Est] (Inekar, Menaka).",0,,1677520657
MLI8240,"16 February 2023",2023,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Islamic State (Sahel)",,2,"Civilians (Mali)","Health Workers (Mali)",7,27,"Civilian targeting",466,"Western Africa",Mali,Menaka,Anderamboukane,Anderamboukane,Anderamboukane,15.422,3.0224,2,"Undisclosed Source; Whatsapp","Local partner-Other","On 16 February 2023, IS Sahel militants abducted a male nurse in the area of Anderamboukane (Anderamboukane, Menaka). The militants also searched his vehicle and confiscated tobacco.",0,,1677520657
MLI8243,"16 February 2023",2023,1,"Political violence","Violence against civilians","Abduction/forced disappearance","JNIM: Group for Support of Islam and Muslims",,2,"Civilians (Mali)",,7,27,"Civilian targeting",466,"Western Africa",Mali,Tombouctou,Tombouctou,Alafia,"Dag Bohdel",16.63,-3.25,1,"Undisclosed Source","Local partner-Other","On 16 February 2023, JNIM militants abducted five people accused of cattle theft and highway robberies at their domiciles in the village of Dag Bohdel (Tombouctou, Tombouctou). The abducted were released following an intervention by community leaders.",0,,1677520657
MLI8255,"16 February 2023",2023,1,"Political violence",Riots,"Mob violence","Rioters (Mali)",,5,"Rioters (Mali)",,5,55,,466,"Western Africa",Mali,Sikasso,Yanfolila,Djallon-Foula,Komissana,11.066,-8.6134,2,"Undisclosed Source","Local partner-Other","On 16 February 2023, a number of residents from the village of Komissana and Siradjouba (Yanfolila, Sikasso), clashed with each other due to a dispute over the management of a forest situated between the two villages. One person was killed.",1,"crowd size=no report",1677520657
