event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
CYP1404,"21 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Armenian Ethnic Group (Cyprus); Solidarity Movement",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,SigmaLive,National,"On 21 December 2022, Armenian protesters organized by the Armenian National Committee of Cyprus rallied outside the embassies of the United States and Russia in Nicosia to protest against the blockage of the Lachin corridor. The leader of the Solidarity Movement was present.",0,"crowd size=no report",1673376401
CYP1409,"21 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Labor Group (Cyprus); Turkish Ethnic Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,Detay,National,"On 21 December 2022, Turkish-Cypriot school janitors, organized by Kamu-Is, marched to the Presidency in Northern Nicosia for their rights and they demanded a collective labor agreement. They also protested for the second day that janitors in public schools were dismissed because they were union members.",0,"crowd size=no report",1673376401
CYP1417,"21 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Russian Ethnic Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Larnaca,,,Larnaca,34.9229,33.6233,1,"Cyprus Mail; Philenews",National,"On 21 December 2022, during the hearing against a Ukrainian woman facing charges of carrying a weapon to cause terror over an incident on 22 August, Russians protested outside Larnaca court demanding protection. The protesters rallied under strong police presence carrying Russian flags and shouting slogans.",0,"crowd size=no report",1673376401
CYP1408,"20 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Labor Group (Cyprus); Turkish Ethnic Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,Detay,National,"On 20 December 2022, Turkish-Cypriot school janitors, organized by Kamu-Is, rallied outside the ministry of Labour and Social Security in Northern Nicosia for their rights and they demanded a collective labor agreement. They also protested that janitors in public schools were dismissed because they were union members.",0,"crowd size=no report",1673376401
CYP1403,"18 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","APC: Animal Party Cyprus; Cyprus Green Party",6,,,0,60,,196,Europe,Cyprus,Limassol,,,Limassol,34.6841,33.0379,1,"Cyprus Mail; SigmaLive",National,"On 18 December 2022, protesters organized by The Animal Party, the Movement of Ecologists and the citizens' group The Garden is Ours, rallied in Limassol following the latest death of an animal and demanded that Limassol Zoo close down.",0,"crowd size=no report",1673376401
CYP1420,"17 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Turkish Ethnic Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,Detay,National,"On 17 December 2022, Turkish Cypriot motorcyclists organized by the Motorcycle Committee rallied outside the prime minister's office in Northern Nicosia over the failure of the Finance Ministry to implement a promised tax cut.",0,"crowd size=no report",1673376401
CYP1421,"17 December 2022",2022,1,"Strategic developments","Strategic developments",Other,"Police Forces of Cyprus (2013-2023) Port and Marine Police",,1,"Civilians (International)","Refugees/IDPs (International)",7,17,,196,Europe,Cyprus,Famagusta,,,"Coast of Cape Greco",34.8645,34.0782,2,Philenews,National,"Other: On 17 December 2022, Port and Marine police intercepted a small speedboat carrying 18 migrants (10 men, 3 women, 5 children) who were sailing off the Coast of Cape Greco and transported them safely to Ayia Napa. One of the men was arrested for steering the boat and the rest were transferred to the Pournara migrant reception center.",0,,1677016121
CYP1416,"16 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (International)","Protesters (Cyprus); Labor Group (International); PEO: Pancyprian Federation of Labour; Labor Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Larnaca,,,Larnaca,34.9229,33.6233,1,"Cyprus Mail; SigmaLive",National,"On 16 December 2022, about 50 Wolt food delivery drivers and another 20 from other delivery companies, all migrants from low-income nations, inspired by their Nicosia colleagues, marched in Larnaca starting a strike-protest over pay cuts, demanding fair rights amid increasing prices in food, petrol and utility bills. PEO union joined the demonstration and stepped in to represent the migrants, also assisting them by offering food and help to keep up their fight and by filing a complaint with the labor ministry.",0,"crowd size=about 70",1673376401
CYP1407,"15 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Labor Group (Cyprus); Turkish Ethnic Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,Detay,National,"On 15 December 2022, Turkish-Cypriot school janitors, organized by Kamu-Is, rallied outside the Ministry of Education in Northern Nicosia protesting against the subcontractor system and demanding fair treatment. The protesters lit a fire and boiled stones in a pot. The leader of Kamu-Is held a speech.",0,"crowd size=no report",1673376401
CYP1413,"15 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (International)","Protesters (Cyprus); Labor Group (International); PEO: Pancyprian Federation of Labour; Labor Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Limassol,,,Limassol,34.6841,33.0379,1,"Cyprus Mail",National,"On 15 December 2022, about 60 Wolt food delivery drivers, all migrants from low-income nations, inspired by their Nicosia colleagues, marched in Limassol starting a strike-protest over pay cuts, demanding fair rights amid increasing prices in food, petrol and utility bills. Before marching they rallied outside Wolt's corporate offices. PEO union joined the demonstration to express solidarity.",0,"crowd size=about 60",1673376401
CYP1415,"15 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (International)","Protesters (Cyprus); Labor Group (International); PEO: Pancyprian Federation of Labour; Labor Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,SigmaLive,National,"On 15 December 2022, about 150 Wolt food delivery drivers, all migrants from low-income nations, marched for a second day in Nicosia on the third day of their strike over pay cuts, demanding fair rights amid increasing prices in food, petrol and utility bills. Before marching they rallied outside Wolt's corporate offices. Members and officials of PEO joined the demonstration expressing their solidarity.",0,"crowd size=about 150",1673376401
CYP1419,"15 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Teachers (Cyprus); Turkish Ethnic Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,Detay,National,"On 15 December 2022, Turkish-Cypriot trainee teachers at the Ataturk Teachers Academy (AOA) marched to parliament in Northern Nicosia protesting that a pending draft bill would endanger the future of the Academy. The demonstrators held speeches and accused the government of ignoring them and intentionally attempting to shut down an 85-year old institution, the only institution training teachers.",0,"crowd size=no report",1673376401
CYP1405,"14 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","KTOEOS: Cyprus Turkish Secondary School Teachers Union; Teachers (Cyprus); KTAMS: Cyprus Turkish Civil Servants Trade Union; Labor Group (Cyprus); Turkish Ethnic Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,Detay,National,"On 14 December 2022, 13 Turkish Cypriot labor unions and non-governmental organizations organized in the public sector rallied outside the Prime Minister's office in Northern Nicosia calling on the government to determine the new minimum wage. The leaders of KTOEOS and KTAMS made statements.",0,"crowd size=no report",1673376401
CYP1410,"14 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (International)","Labor Group (International)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,"Cyprus Mail",National,"On 14 December 2022, about 150 Wolt food delivery drivers, all migrants from low-income nations, marched in Nicosia on the second day of their strike over pay cuts, demanding fair rights amid increasing prices in food, petrol and utility bills. Before marching they rallied outside Wolt's corporate offices. During the demonstration, a police officer started screaming at the protesters telling them they have no right to march, although they repeatedly told him that they had already secured permission by the police.",0,"crowd size=about 150",1673376401
CYP1414,"14 December 2022",2022,1,"Strategic developments","Strategic developments","Change to group/activity","Police Forces of Cyprus (2013-2023)",,1,,,0,10,,196,Europe,Cyprus,Nicosia,,,Kokkinotrimithia,35.1542,33.1986,1,Philenews,National,"Security measures: On 14 December 2022, construction work started to build a fence to create a second perimeter around the Pournara migrant reception center in Kokkinotrimithia for police to patrol and prevent migrants from leaving the camp. The decision to construct an additional fence was made following extensive rioting in October.",0,,1677016121
CYP1412,"13 December 2022",2022,1,"Political violence",Riots,"Mob violence","Rioters (Cyprus)",,5,"Police Forces of Cyprus (2013-2023)",,1,15,,196,Europe,Cyprus,Limassol,,,Ypsonas,34.6906,32.9632,1,Philenews,National,"On 13 December 2022, about 20 underage youths in Ypsonas in Limassol district rioted to celebrate on the date 1312, standing for ACAB (All Cops Are Bastards). The youths were carrying sticks and clubs and set trash dumpsters on fire. They hurled rocks at the firefighters and a petrol bomb at 2 police cars, who were called at the scene. The petrol bomb exploded on the roof of one of the police cars. The incident ended in a car chase during which police fired 3 warning shots. The driver escaped but police were informed of an injured minor receiving treatment at the hospital for a graze on his face. He was wearing an ACAB uniform, admitted he was the driver of the car being chased earlier and claimed his injury was caused by a bullet, blaming the police. A medical examiner and the ballistic report refuted the claims. A judge denied an arrest warrant request for the minor by Limassol police.",0,"crowd size=about 20",1677016121
CYP1406,"12 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Government of Cyprus (2013-2023); Labor Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Paphos,,,Kouklia,34.7087,32.5749,1,SigmaLive,National,"On 12 December 2022, employees hired for work participated in a 2-hour strike-protest outside the Kouklia municipality building protesting that they perform additional duties above their pay grade without compensation. Municipality staff joined their protest in solidarity.",0,"crowd size=no report",1677016121
CYP1424,"10 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)",,6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,"Cyprus Mail; Philenews",National,"On 10 December 2022, on Human Rights Day, and also the exhumation date 2 years before of the body of Thanasis Nicolaou (a conscript whose death 17 years ago, initially deemed a suicide, was this year linked to murder), his mother Andriana and her supporters, who arrived from all over Cyprus demanding justice, rallied outside the attorney-general's office in Nicosia to protest over delays in bringing the murderers, along with anyone that covered up the incident, before justice. The demonstrators carried banners and shouted slogans.",0,"crowd size=no report",1673376401
CYP1399,"08 December 2022",2022,1,"Political violence","Explosions/Remote violence",Grenade,"Unidentified Armed Group (Cyprus)",,3,,,0,30,,196,Europe,Cyprus,Limassol,,,Pyrgos,34.7382,33.1835,1,"Cyprus Mail",National,"On 8 December 2022, unidentified assailants used a fragmentation grenade to cause an explosion damaging the door and the lobby of the Pyrgos community council building in Limassol district.",0,,1670965351
